f0,f1,f2,f3,target
-0.26329592,0.714828,0.6237427,0.4019364,0.66998774
-0.2921363,0.7847619,0.67636555,0.5318109,0.8065024
-0.38040498,0.9179607,0.8560903,0.8824966,0.9823415
-0.47852546,1.0514156,0.93387717,1.1106312,1.1100533
-0.5427692,0.94020563,1.0639845,1.2564387,1.3609347
-0.60464084,1.1073487,1.0767448,1.5079237,1.3633163
-0.56998414,0.9402954,1.0337547,1.4080877,1.3420877
-0.6266089,0.8569176,1.1135507,1.6091104,1.4323856
-0.49639288,0.6636038,0.87843883,1.3683904,1.1874894
-0.43386418,0.6406926,0.79153085,1.4590938,1.1452688
-0.40352744,0.42456806,0.72292155,1.3591415,1.1108445
-0.35112458,0.2170597,0.7314541,1.2859251,1.0959588
-0.25782916,-0.04390437,0.55654454,1.0921326,0.90078217
-0.06980322,-0.24953349,0.23497851,0.79275054,0.6690567
0.04191865,-0.50743765,0.1845838,0.68066907,0.56819546
0.31779405,-0.7610411,-0.11165376,0.39821753,0.34916687
0.3137744,-0.9412935,-0.2852168,0.15858641,0.17338748
0.6390096,-1.2778255,-0.5300237,-0.1998306,-0.10464567
0.6619429,-1.1788845,-0.66180843,-0.21796043,-0.2315594
0.78176963,-1.5410926,-0.7967543,-0.536089,-0.3268548
0.95130897,-1.5840901,-1.0312073,-0.75064474,-0.3728732
1.0329196,-1.7270863,-1.2113543,-0.952813,-0.63698053
1.0791007,-1.7783955,-1.2451054,-1.0902818,-0.62677175
1.0411545,-1.5921822,-1.3839312,-1.1341136,-0.8533274
0.96264285,-1.4888879,-1.3623744,-1.1157218,-0.770049
1.0094323,-1.335083,-1.3997207,-1.0264838,-0.77355707
0.9735052,-1.2385916,-1.424648,-1.0996675,-0.7364247
1.0202919,-1.1114982,-1.5152861,-1.1245753,-0.65251774
0.7701895,-0.8963684,-1.334769,-1.0053747,-0.60128486
0.6157027,-0.5313497,-1.170365,-0.7429654,-0.3550738
0.6459592,-0.361035,-1.121907,-0.5560406,-0.36457112
0.4249387,-0.18940938,-1.0787724,-0.6351333,-0.26789352
0.29477826,0.118336506,-0.84555304,-0.25183272,0.017146342
0.096312806,0.375927,-0.7215396,-0.1618566,0.018183235
0.03703811,0.5258699,-0.6040933,-0.06899124,0.10249621
-0.07914716,0.7718859,-0.4279726,0.19638672,0.24634951
-0.22237755,0.933658,-0.25218126,0.33502537,0.44520777
-0.3803937,1.0721439,-0.25159153,0.39469612,0.47838044
-0.4651635,1.1117721,0.0072467555,0.5311518,0.77159315
-0.5048286,1.243019,0.09375263,0.66083336,0.6952758
-0.6045088,1.2376795,0.19887882,0.68487185,0.8292645
-0.45451486,1.1147991,0.124893926,0.6415742,0.6752614
-0.6437424,1.001858,0.24548565,0.49143022,0.77138376
-0.57129973,0.99192095,0.22659649,0.5450203,0.8070563
-0.71463865,0.9114724,0.43543905,0.59730244,0.9470657
-0.53841776,0.53551984,0.2752937,0.27320024,0.75711393
-0.5537956,0.52193046,0.4296381,0.43082958,0.87458736
-0.57163996,0.37273842,0.32935676,0.33687994,0.78086084
-0.6092404,0.17573898,0.4458921,0.1561179,0.77170104
-0.5053933,-0.036501955,0.36171547,0.080051735,0.6297932
-0.53226274,-0.13512301,0.38005134,0.060725488,0.58210933
-0.54469305,-0.19272983,0.4187118,0.07587362,0.6638493
-0.5338503,-0.41814357,0.3843122,-0.13150811,0.5958389
-0.50059533,-0.44976664,0.40478107,-0.06629151,0.6836864
-0.5394155,-0.5899431,0.37218872,-0.20460933,0.5452399
-0.6032067,-0.52534884,0.4463135,-0.0846659,0.6061728
-0.5045756,-0.59911704,0.29188728,-0.2590225,0.48951623
-0.5192304,-0.5334198,0.28229794,-0.15017419,0.4671671
-0.5936931,-0.51324826,0.42502388,-0.117662445,0.6093973
-0.5644103,-0.42811242,0.46358874,-0.03343327,0.7085526
-0.49352407,-0.49998766,0.33877844,-0.14947584,0.6015413
-0.63200486,-0.23428692,0.3047105,-0.023205321,0.5013996
-0.49833763,-0.10751621,0.4305908,0.1317616,0.6344446
-0.541366,-0.041562855,0.28575262,0.0001706455,0.5655644
-0.5653108,0.19441697,0.34854698,0.1924209,0.5644128
-0.5069776,0.31240925,0.43999296,0.27966255,0.68439364
-0.41477245,0.3925779,0.31368223,0.18046784,0.48973456
-0.30797467,0.50389266,0.20995496,0.142066,0.457144
-0.30122113,0.640737,0.32537606,0.23826864,0.6241551
-0.14919378,0.72116065,0.24943538,0.20039105,0.47483623
-0.070454754,0.6679595,0.22061248,0.1024787,0.45265454
0.041871168,0.694181,0.18515398,0.03486053,0.3383785
0.16468404,0.6773879,0.10755237,-0.06792262,0.4375361
0.32533905,0.5289694,0.009207581,-0.31267083,0.27010822
0.30456442,0.67149836,0.016693141,-0.2316708,0.23305081
0.48038456,0.59598464,-0.02382478,-0.33306178,0.19192283
0.59552056,0.5098288,-0.15904982,-0.5482017,0.039227
0.70142466,0.28288367,-0.09228293,-0.60533273,0.09483036
0.8008841,0.15829177,-0.29205906,-0.9099183,-0.21227528
0.86308855,0.117455065,-0.2504313,-0.7929071,-0.113503374
0.74650294,0.062034845,-0.044927727,-0.7583414,0.019722998
0.9239916,-0.11133999,-0.24614163,-0.9474936,-0.1626498
0.9061392,-0.18297584,-0.2289968,-0.9113289,-0.3400658
0.88518167,-0.25950757,-0.07051408,-0.837202,-0.16039239
0.8883173,-0.40361384,-0.23967718,-1.0228412,-0.35715467
0.79591054,-0.42265907,-0.023273334,-0.73370385,-0.12057139
0.7065228,-0.3712831,0.09850108,-0.60561436,-0.13977043
0.64427364,-0.46482515,0.17195533,-0.43858755,-0.08609232
0.559811,-0.50633776,0.16979444,-0.4323997,0.10045624
0.44946328,-0.45038462,0.27220184,-0.2625859,0.10660961
0.4387029,-0.4479978,0.26484495,-0.16889203,0.07959434
0.26588604,-0.312569,0.48196828,0.17302774,0.28837135
0.20247479,-0.30109695,0.47943106,0.31601027,0.28605807
0.199053,-0.21635625,0.6167023,0.6313233,0.47352254
0.110569514,-0.16517189,0.5948024,0.763341,0.38741022
0.10159172,-0.19217238,0.593516,0.8149269,0.4199918
-0.052562423,0.04957697,0.7275566,1.218977,0.58624595
-0.13140918,0.13864021,0.5608852,1.1278408,0.38152784
-0.16680346,0.21923609,0.6252376,1.4123648,0.5867075
-0.08980888,0.15834412,0.5662737,1.447148,0.45385432
-0.14924926,0.17221911,0.5988147,1.4809623,0.5384333
-0.21101052,0.27022874,0.50056434,1.4593726,0.41391373
-0.09592874,0.3057011,0.38439298,1.5986919,0.4367714
-0.08197878,0.18701069,0.302469,1.437977,0.19448504
-0.08148326,0.20252989,0.11020123,1.3354272,0.032535933
-0.09696865,0.094842784,0.08791035,1.1909674,-0.024786893
-0.029808505,-0.050131876,-0.008658382,1.0805224,-0.07906965
-0.084840685,0.016961461,-0.067844,0.97234505,-0.080091394
-0.16348355,-0.026977485,-0.16919325,0.77886224,-0.20375493
-0.13098767,-0.13476042,-0.29596624,0.5287723,-0.5513223
-0.12429639,-0.24499199,-0.40843984,0.37042534,-0.54935235
-0.10270879,-0.28581896,-0.5083656,0.20639712,-0.8346459
-0.14229175,-0.35151547,-0.5175508,-0.0079063,-0.70181346
-0.22285171,-0.3512637,-0.5329167,-0.1634694,-0.7424555
-0.20816511,-0.43538603,-0.54304343,-0.26040044,-0.84252137
-0.26826224,-0.46085477,-0.73717344,-0.5863011,-1.0453893
-0.26821777,-0.555664,-0.64933574,-0.6048375,-1.0085809
-0.25094008,-0.50363123,-0.6882628,-0.80840397,-1.121967
-0.32929885,-0.40625662,-0.77993745,-0.89985824,-1.1458156
-0.23797783,-0.3425593,-0.90698993,-0.9750536,-1.2757773
-0.40002933,-0.21748991,-0.6813435,-0.8765283,-1.0566512
-0.2278244,-0.26272547,-0.77659273,-0.9654436,-1.1902528
-0.3066045,-0.038569253,-0.63253003,-0.79941624,-1.0932795
-0.13889553,-0.1925097,-0.6753405,-0.9051924,-1.1851112
-0.1653548,0.052433617,-0.61592615,-0.7220752,-1.1140034
-0.2092811,0.101051725,-0.5157623,-0.7204333,-0.8931442
0.0070569194,0.08943864,-0.5103991,-0.5572595,-0.9385401
-0.14106978,0.32907128,-0.4205046,-0.49238187,-0.82109636
0.024949078,0.28142658,-0.4041276,-0.4864261,-0.7348801
0.014733188,0.45025894,-0.4093751,-0.37980077,-0.82539153
0.10221094,0.4742535,-0.30050877,-0.21392706,-0.71962607
0.13935226,0.5474418,-0.20518386,-0.04840156,-0.5935463
0.28145853,0.39043653,-0.35677096,-0.24605334,-0.73137
0.24815325,0.49918178,-0.17544426,0.0039162193,-0.46387446
0.21918483,0.45239073,-0.15072107,0.06958015,-0.45726314
0.2801297,0.4150219,-0.16263221,0.06178023,-0.5140856
0.27506632,0.2777028,-0.21523777,-0.023696702,-0.5360352
0.36532995,0.09144412,-0.20158197,-0.031532943,-0.6190906
0.2609672,0.005891751,-0.17774053,-0.14499938,-0.6146003
0.1542265,-0.07630064,-0.16317695,-0.15839364,-0.6494875
0.2170774,-0.14167035,-0.1820374,-0.10755699,-0.70098233
0.060991302,-0.18598397,-0.05383186,-0.0388727,-0.4886001
0.030148376,-0.4307961,-0.08460716,-0.25458682,-0.60431844
-0.049008887,-0.49799317,-0.012634487,-0.2935835,-0.59725106
-0.09946752,-0.70962566,-0.060425185,-0.48886377,-0.6851356
-0.16087879,-0.69440717,-0.03291188,-0.40935025,-0.72469157
-0.24710359,-0.7286712,0.0019041632,-0.4505408,-0.6868899
-0.3643954,-0.84843504,-0.027188655,-0.6348501,-0.6888702
-0.38078883,-0.8110912,-0.03696966,-0.6555085,-0.7353419
-0.54087687,-0.69835114,0.040997308,-0.57287335,-0.6465586
-0.49256495,-0.8841349,-0.029939197,-0.83639127,-0.7459372
-0.5195766,-0.5895738,0.044699788,-0.5913737,-0.6480522
-0.60971236,-0.5209794,0.10895591,-0.596139,-0.61360115
-0.61328,-0.41086456,0.24545436,-0.4964972,-0.51953983
-0.49520427,-0.35697013,0.15130413,-0.56375694,-0.5024739
-0.48002505,-0.25032339,0.1653622,-0.49287227,-0.4228944
-0.5236594,0.04700069,0.3329238,-0.23730625,-0.34437278
-0.4239435,0.19059157,0.22522937,-0.2761225,-0.31567585
-0.5534762,0.45534068,0.316313,-0.11780669,-0.18573326
-0.43918258,0.6590898,0.39927816,0.11230647,-0.11532386
-0.35859895,0.77708584,0.47882256,0.17649686,0.09530273
-0.29620275,1.0078743,0.45202318,0.296158,0.04395315
-0.18897025,1.0182415,0.55314064,0.40830338,0.16590895
-0.08391623,1.0531807,0.53097445,0.32785052,0.15275945
-0.056814205,1.1626637,0.56978285,0.36248538,0.12698446
-0.14659837,1.3075407,0.71321744,0.59718484,0.42593327
-0.04273024,1.3399993,0.78960687,0.79530287,0.4391631
0.12180872,1.1548545,0.64115006,0.5386892,0.33371794
0.09937846,1.2041368,0.7104624,0.64222556,0.45755246
0.17122976,1.1889104,0.74676996,0.7373408,0.5602041
0.26392195,0.9694991,0.69934434,0.662951,0.38879317
0.3988146,0.85576296,0.59223163,0.5711935,0.344292
0.49310252,0.64364207,0.5648527,0.5194802,0.4102943
0.39290735,0.49836046,0.7031694,0.5109223,0.450821
0.6265905,0.12057665,0.6029325,0.32920638,0.35731953
0.6208162,-0.021059956,0.41760802,0.23039906,0.13210376
0.6677231,-0.22559984,0.45743144,0.17572281,0.18258254
0.7665952,-0.51301634,0.31217137,0.04063939,0.068391845
0.7635312,-0.64161086,0.30946386,0.017262574,0.03221449
0.8460947,-0.82004374,0.2320672,-0.072716214,-0.071629114
0.8629201,-0.8518506,0.12967125,0.04033449,-0.044582553
0.9159868,-1.0566998,-0.010659258,-0.13248487,-0.07617549
0.87569433,-1.127894,0.0727128,0.028587569,-0.046090867
1.0317545,-1.2456083,0.017920103,-0.012327047,-0.009020597
1.0259404,-1.3384925,-0.10790094,0.0054578558,-0.1403805
0.97091407,-1.2571871,-0.20131414,0.012356049,-0.22912562
0.9428093,-1.098479,-0.10526885,0.24858241,0.010280043
0.9605991,-1.1403972,-0.30437833,0.10141663,-0.19054228
0.76677394,-0.9080791,-0.2065974,0.3515136,-0.016030643
0.71919227,-0.7702834,-0.26477483,0.4141362,-0.119771026
0.7463154,-0.7648119,-0.26019755,0.5409929,0.031701002
0.49810973,-0.44790283,-0.13298585,0.72892153,0.1805088
0.33536813,-0.20024928,-0.13413115,0.9556601,0.21142462
0.19527325,-0.009948578,-0.14199913,0.8472128,0.15164885
0.09470784,0.14146443,-0.03753734,1.1304703,0.3366276
-0.17617872,0.35386333,0.05853833,1.1540283,0.4533161
-0.23824063,0.54581183,0.046254776,1.2236443,0.4667485
-0.56666285,0.7907473,0.1649724,1.266408,0.58652395
-0.69462955,1.0050497,0.21428299,1.4110899,0.6925655
-0.78166634,1.1542042,0.113070354,1.3207684,0.54564595
-0.96760875,1.1915152,0.26802996,1.2325752,0.6111578
-1.1034501,1.2178637,0.28961816,1.1219233,0.6672008
-1.1200416,1.1498954,0.08153494,0.85120445,0.46847054
-1.2961211,1.1789609,0.24482764,0.87680346,0.64267063
-1.3261129,1.1372833,0.20735112,0.6584286,0.48952648
-1.4069374,1.0511478,0.08376811,0.36827087,0.45604828
-1.3293711,0.950104,0.1319462,0.30588102,0.50167495
-1.4259996,0.89427423,-0.03570328,-0.03296181,0.2577976
-1.3177553,0.70001,0.002051169,-0.08260777,0.27936146
-1.1707901,0.5118215,-0.040542692,-0.27730462,0.17684731
-1.1237121,0.28388438,-0.32764018,-0.79147476,-0.10800728
-0.9848567,0.15536577,-0.21844386,-0.7667628,-0.014600016
-0.8905554,-0.07144572,-0.38648805,-1.0750811,-0.0959971
-0.62993795,-0.30572602,-0.54228544,-1.3577974,-0.32341844
-0.5151083,-0.3564861,-0.62634796,-1.4185846,-0.44044513
-0.3157083,-0.46807763,-0.697999,-1.452065,-0.40249562
-0.19071303,-0.63117623,-0.71004826,-1.5846987,-0.4042749
-0.08628872,-0.74597985,-0.7810081,-1.7799898,-0.5264881
0.18570155,-0.8166447,-0.8213737,-1.5568571,-0.4142161
0.28427634,-0.87330556,-0.83164054,-1.6173525,-0.45792168
0.36611378,-0.90097123,-0.979521,-1.651797,-0.6432269
0.43498725,-0.91351527,-0.9049665,-1.5855337,-0.54519516
0.5523639,-0.8428591,-0.8641388,-1.3984841,-0.42222083
0.66762704,-0.79304785,-0.8557679,-1.1973495,-0.4535908
0.6965932,-0.7498496,-0.77733135,-1.098544,-0.27057534
0.6839933,-0.61909926,-0.72062284,-0.8898106,-0.28098422
0.7061349,-0.5597336,-0.8306095,-0.8914017,-0.20350678
0.77978057,-0.48920593,-0.704992,-0.66600186,-0.066445865
0.66817266,-0.40835667,-0.5809849,-0.4844528,0.03564628
0.6991596,-0.22913341,-0.5808378,-0.2520267,0.043036677
0.6908961,-0.2515498,-0.62148994,-0.3011291,0.049690366
0.6489305,-0.08095428,-0.4793576,-0.011087083,0.18125413
0.526586,-0.10676404,-0.48066634,-0.12508251,0.12462875
0.52528703,-0.14175004,-0.35655722,-0.03650652,0.25798714
0.53586704,-0.19008496,-0.32867727,-0.07332281,0.3190699
0.398186,-0.13903175,-0.41206914,-0.16010308,0.21047157
0.36334196,-0.14784923,-0.25579193,-0.05928381,0.4018458
0.29609203,-0.14890672,-0.2240107,-0.11099228,0.37399122
0.2995774,-0.096345656,-0.2136699,-0.007979622,0.39983696
0.12949684,-0.13407777,-0.1373786,-0.15975854,0.29215226
0.15578946,-0.14901015,-0.1035141,-0.17153454,0.37716374
0.14317617,-0.107452594,-0.18119143,-0.30151987,0.26127407
0.10662387,-0.2294313,0.0019323755,-0.32161143,0.4079249
-0.021353763,-0.072610654,0.04125815,-0.2800084,0.418324
-0.016202237,-0.26336986,0.05320075,-0.51017106,0.37763372
0.087795086,-0.23693018,0.13509944,-0.32911247,0.54426414
-0.011424311,-0.19300611,0.08811027,-0.52602184,0.43747875
-0.09036568,-0.07067297,0.25011393,-0.40568805,0.5951359
-0.11366058,-0.17209807,0.3028165,-0.458313,0.47419843
-0.19327004,-0.038561396,0.35118955,-0.44500273,0.5915988
-0.2883127,0.12078551,0.581209,-0.19271618,0.8400335
-0.3997436,0.32323608,0.7577358,0.03234961,1.0311788
-0.45791605,0.36432794,0.844348,0.085635826,0.93885785
-0.41776094,0.35486403,0.96743184,0.24455574,1.1058384
-0.4289328,0.5079066,0.78910625,0.17811722,1.0472814
-0.5096509,0.73595935,1.1414399,0.65568966,1.3189985
-0.5466538,0.72674793,1.1270171,0.63946444,1.2584299
-0.51660967,0.77113235,1.1785796,0.7857078,1.2857841
-0.65065265,1.0099561,1.2949855,1.0658792,1.4499066
-0.49234816,0.97724044,1.2631378,1.2003766,1.415631
-0.5632693,1.0342187,1.2768327,1.2350546,1.5087371
-0.36727542,0.82854986,1.2452494,1.2114058,1.5097685
-0.37095284,0.78870994,1.2511702,1.3234291,1.4136964
-0.27052203,0.79172707,1.1477814,1.3159316,1.4145658
-0.20869084,0.71180737,1.1659497,1.4476745,1.4678895
0.044315692,0.55553395,0.89388,1.2955176,1.2059796
0.13220811,0.45909455,0.83944464,1.2530574,1.0663108
0.3098568,0.11824132,0.63236403,0.9957144,0.9488388
0.44939864,0.07521455,0.5727218,1.1118264,0.9025869
0.65198755,-0.21984151,0.3743854,0.9454771,0.7087395
0.7336517,-0.30503443,0.2452573,0.76410514,0.552197
0.9085666,-0.5795213,0.17720976,0.7004769,0.5012428
1.1299869,-0.77347875,-0.0863909,0.54035693,0.3001415
1.0515783,-0.8571056,-0.13757315,0.37716874,0.30211115
1.0575836,-0.98412037,-0.22600387,0.28905407,0.08800519
1.2270417,-1.0216274,-0.3974092,0.27085856,0.033640437
1.3223381,-1.1316155,-0.5621659,0.12630649,-0.17959432
1.287077,-1.0703524,-0.52466774,0.20011815,-0.17516781
1.1334997,-1.0091822,-0.5853605,0.06463473,-0.24953718
1.0536368,-0.86812794,-0.6597684,0.075388715,-0.37399268
1.0093112,-0.86653465,-0.58376753,0.14851515,-0.25064898
0.79749817,-0.66075724,-0.6858176,0.05570103,-0.46353862
0.75717515,-0.515133,-0.57440215,0.18185586,-0.31466934
0.47230577,-0.4050796,-0.34135342,0.30899563,-0.11066228
0.29639736,-0.20559399,-0.43873584,0.23093837,-0.14694364
0.12209616,0.094036944,-0.33144897,0.38364193,-0.036195867
-0.045757223,0.24727023,-0.31340098,0.39432028,-0.11921761
-0.38464168,0.71705043,-0.089334406,0.673796,0.10534442
-0.6410289,0.9012614,0.059523597,0.7399811,0.24178284
-0.78867733,1.1075518,0.14946435,0.7487754,0.1789862
-0.88968945,1.1728011,0.15231104,0.73606837,0.24847227
-1.1112963,1.362351,0.26816398,0.7602009,0.25425997
-1.3300376,1.4575427,0.2891683,0.6200513,0.25171918
-1.3533593,1.5878646,0.29039675,0.70288754,0.24822387
-1.4371614,1.522663,0.16740611,0.38030452,0.12159046
-1.4660009,1.4235657,0.26447114,0.38864467,0.16841438
-1.4845866,1.4266642,0.30763862,0.29463914,0.17922503
-1.3679806,1.2778238,0.18043269,0.17771874,0.025001382
-1.3276807,1.2874556,0.08636075,0.046040326,-0.0839076
-1.3067439,1.1168153,0.12473897,-0.08115535,-0.026652195
-1.2026266,0.7377282,-0.09647628,-0.5788707,-0.47939467
-1.182432,0.6788838,-0.07816212,-0.52996033,-0.31408235
-1.0888844,0.4049771,-0.18029046,-0.8315803,-0.5711391
-0.87470335,0.009746136,-0.39276466,-1.1093476,-0.75608915
-0.7192067,-0.21722214,-0.52590156,-1.392815,-0.96764565
-0.6994935,-0.42354232,-0.5661751,-1.46364,-1.0555555
-0.4978582,-0.6437242,-0.66203886,-1.6553133,-1.1160707
-0.36912078,-0.94964224,-0.76621556,-1.8027557,-1.215555
-0.19326624,-1.0804534,-0.85828906,-1.7582246,-1.3079947
-0.09441052,-1.279447,-0.9084408,-1.9078829,-1.4436198
-0.006637172,-1.306359,-1.0427569,-1.9219488,-1.3360529
0.12105,-1.4714926,-1.0725365,-2.081211,-1.5249614
0.15955137,-1.4948225,-1.0428361,-1.9043963,-1.4937314
0.39472407,-1.5277097,-1.12697,-1.8060379,-1.5930429
0.40170404,-1.3879999,-0.9689106,-1.5877149,-1.4573586
0.41745052,-1.4185584,-0.8816584,-1.409218,-1.3580728
0.50521946,-1.3567935,-0.9108085,-1.3560766,-1.2980102
0.48773667,-1.072027,-0.89303446,-1.0074067,-1.3077799
0.6426648,-1.0233418,-0.84294987,-0.9204077,-1.2567123
0.64174324,-0.85556614,-0.91631794,-0.79589033,-1.1950097
0.79557794,-0.57912284,-0.7212039,-0.44804162,-0.9842904
0.8418104,-0.51845133,-0.7317859,-0.40638685,-1.0373114
0.81137896,-0.28638098,-0.6221153,-0.06715378,-0.90351737
0.9436935,-0.1228334,-0.65122986,-0.0053937286,-0.76965564
0.9000588,0.14742674,-0.4911248,0.3097404,-0.6422522
0.8779327,0.118976936,-0.43001702,0.23330045,-0.7124538
0.89660114,0.3310351,-0.3385135,0.3899163,-0.6045021
0.9285387,0.50539917,-0.19452366,0.6344392,-0.40285933
0.9513778,0.46301553,-0.21068592,0.48622444,-0.3947351
0.9203503,0.42335066,-0.08797703,0.46508747,-0.33356258
0.85874283,0.4752108,-0.007626266,0.44051227,-0.26148722
0.88319486,0.49313688,0.01573109,0.4483595,-0.37552318
0.7784804,0.5332334,0.14162007,0.49201512,-0.20336856
0.69190884,0.39555562,0.19443616,0.322452,-0.16023439
0.6815687,0.37343866,0.21370341,0.31515318,-0.15734348
0.5923172,0.17408381,0.2140542,0.064905755,-0.27787092
0.5061,0.06929246,0.38423106,0.14178129,-0.06439658
0.35257626,0.047962975,0.3541387,-0.05777987,-0.2219798
0.15618701,0.03477349,0.5469117,-0.12939824,-0.09951897
0.15961446,-0.15737543,0.5258565,-0.23298083,-0.19792119
0.009179732,-0.22550157,0.6364766,-0.25248265,-0.18282938
-0.127545,-0.3078274,0.74958086,-0.2967644,-0.13430376
-0.21613373,-0.30399382,0.7527937,-0.2426686,-0.07095722
-0.27673927,-0.4486569,0.7503319,-0.36621726,-0.12896903
-0.2998623,-0.40384778,0.743865,-0.23840086,-0.17981295
-0.6077275,-0.40979525,0.8799874,-0.26780868,-0.07359201
-0.5463907,-0.3114812,1.0534658,0.106675975,0.16733779
-0.73325735,-0.3256868,0.93467855,-0.027003983,0.10696755
-0.7115899,-0.29902905,1.0030829,0.17231569,0.1637549
-0.6954812,-0.17716439,1.0500451,0.36296937,0.24663629
-0.72011435,-0.114022456,1.140086,0.59199125,0.31609756
-0.69794637,-0.020708274,1.1705521,0.7567474,0.43521315
-0.5740766,0.048589233,1.1061298,0.916896,0.5096714
-0.5316154,0.10945475,1.0387552,1.0769215,0.45405132
-0.44297424,0.3450977,0.9958071,1.3379724,0.42681703
-0.4391154,0.42287165,0.98515695,1.4463001,0.46914467
-0.29559666,0.47972956,1.013825,1.616343,0.6362039
-0.19303277,0.44766846,0.9918292,1.7271634,0.61618376
-0.11447395,0.57390964,0.86160856,1.7864336,0.5738995
-0.05605478,0.58913404,0.85786974,1.7936386,0.56078464
-0.01642949,0.716417,0.767112,1.9676651,0.6143723
0.13566922,0.6919988,0.64153427,1.8837621,0.49244654
0.1280493,0.66085714,0.560752,1.7571249,0.42770442
0.24137504,0.52039015,0.48796353,1.6415446,0.33051297
0.20180191,0.7134203,0.3638295,1.6523292,0.3639944
0.30811685,0.5616279,0.24180749,1.4002799,0.18236375
0.30271217,0.45407423,0.21418445,1.2976055,0.18868417
0.33375934,0.4145387,0.23245129,1.2488402,0.11244406
0.49072328,0.23054877,-0.088535145,0.889605,-0.017210372
0.34175032,0.3675181,-0.17846806,0.7751444,-0.10722332
0.2427294,0.2010113,-0.2683147,0.4298447,-0.40059948
0.23046874,0.17798044,-0.1365661,0.5249824,-0.22783321
0.23899099,0.124334045,-0.24919423,0.24337906,-0.28433466
0.13140203,0.16533613,-0.26964378,0.19453545,-0.38647416
0.06122674,0.07374725,-0.25923458,-0.021210132,-0.3603757
0.017322574,0.09368071,-0.37734807,-0.22749268,-0.43823966
-0.07683298,0.073789194,-0.4403908,-0.4436314,-0.5461629
-0.13188557,0.084953435,-0.5033626,-0.61459404,-0.57328707
-0.15098093,0.07972837,-0.45801488,-0.6695693,-0.6023869
-0.19011411,0.0853253,-0.50716305,-0.8425825,-0.7337217
-0.30267152,0.06093271,-0.49073195,-0.990699,-0.58455455
-0.34896162,0.14707854,-0.5307661,-1.101129,-0.61398053
-0.28362367,0.21755585,-0.5554425,-1.0265763,-0.5139454
-0.36836857,0.27043903,-0.53703135,-0.9912777,-0.7155846
-0.3334142,0.30166504,-0.5957398,-1.0247777,-0.5929713
-0.3946521,0.31746402,-0.5398138,-1.0831244,-0.6904348
-0.43078965,0.35539043,-0.6684471,-1.1685729,-0.58976495
-0.47602993,0.38380802,-0.52757764,-1.0061579,-0.51236653
-0.5268143,0.41383183,-0.54432106,-1.0202316,-0.583233
-0.52346706,0.4031996,-0.5297602,-1.0069579,-0.46931362
-0.57185537,0.3861361,-0.46327603,-1.0038201,-0.4800518
-0.51064825,0.34645995,-0.5640534,-0.84488434,-0.4560121
-0.60578704,0.27544466,-0.56234986,-0.9070085,-0.46787938
-0.43671063,0.10299155,-0.61876756,-0.9674995,-0.42837247
-0.6205612,0.289675,-0.5300747,-0.7854595,-0.3108229
-0.65087694,0.02592551,-0.56463456,-0.8817363,-0.48097715
-0.61456066,-0.09181695,-0.49074602,-0.8498509,-0.33504853
-0.6254247,-0.12685323,-0.49124363,-0.73439807,-0.33593297
-0.4310065,-0.2993468,-0.6353643,-0.7820994,-0.5162489
-0.48009625,-0.41477272,-0.5800237,-0.8868733,-0.46233496
-0.48897308,-0.5347752,-0.63025266,-0.88974565,-0.3401064
-0.4682455,-0.6131628,-0.4909881,-0.7162467,-0.30302727
-0.2766324,-0.7456401,-0.67638546,-0.84480035,-0.4041481
-0.2081297,-0.8469583,-0.62286586,-0.75386065,-0.40132192
-0.17981331,-0.88698417,-0.54534495,-0.73367554,-0.3504473
0.0034845995,-0.88893914,-0.7218089,-0.76526666,-0.42093733
0.018795295,-0.96088594,-0.6108663,-0.7493111,-0.3509339
0.3124263,-1.028135,-0.63384616,-0.6352214,-0.37962165
0.28189278,-0.88100976,-0.5649237,-0.45818454,-0.25203636
0.48303396,-0.86095923,-0.6164114,-0.40208903,-0.16355225
0.5497071,-0.7780434,-0.47202092,-0.29142138,-0.07816535
0.59678954,-0.8336605,-0.60024744,-0.5857537,-0.19169842
0.742988,-0.597305,-0.4435425,-0.124612294,0.053101614
0.83549035,-0.4995711,-0.4572024,-0.15865341,0.065098554
0.8780639,-0.44391173,-0.38528365,-0.13388325,0.17649929
1.0492432,-0.30635807,-0.3391659,-0.030085873,0.14655578
0.998057,-0.10351652,-0.18404432,0.14311804,0.389623
1.1297084,-0.09157104,-0.16577658,0.232086,0.4467473
1.0301052,0.114510894,0.016181568,0.36366478,0.6238433
1.0091015,0.21789965,0.1716051,0.41725993,0.6325317
1.0413079,0.23736817,0.08927709,0.4181396,0.67306006
0.93567395,0.37952045,0.1667052,0.44919786,0.8158111
0.9104177,0.3931045,0.43075347,0.6154096,0.9393781
0.9257848,0.34345418,0.39469868,0.53814274,0.9328013
0.8271853,0.35667512,0.35391214,0.4048151,0.8952306
0.7354333,0.38638657,0.40369192,0.48532555,0.85644245
0.64628714,0.34363568,0.55340713,0.48160014,1.0940557
0.50846475,0.2550203,0.61343056,0.3458885,1.0292811
0.59253407,0.018510439,0.54656905,0.20827016,0.9492251
0.27672958,0.077613264,0.5799874,0.13523218,0.8370458
0.26395145,-0.19061711,0.58503836,-0.12882292,0.8917271
0.27749544,-0.40578142,0.5453239,-0.27226412,0.8090328
0.1773789,-0.4648633,0.58460104,-0.23300453,0.8903918
